published_date,title,media,desc,link
2025-09-12 13:06:06.704227,রাকসু নির্বাচন: রোববার মিলবে চূড়ান্ত প্রার্থী তালিকা | Racsu Election | Chattagram University,YouTube,"#racsu #election #universityofchittagong #somoytv রাকসু নির্বাচন: রোববার মিলবে চূড়ান্ত প্রার্থী তালিকা | Racsu Election | Chattagram University | Somoy TV এদিকে, রাজশাহী বিশ্ববিদ্যালয়...",https://www.youtube.com/watch%3Fv%3D1Be1aDO3wyU&ved=2ahUKEwjPuqvi29yPAxXepZUCHeBdIVQ4MhDF9AF6BAgHEAI&usg=AOvVaw3nEnviJdLiYibO7eppJHJb
2025-09-12 13:06:06.702485,"রাকসু : সাতজনের প্রার্থিতা বাতিল, আজ আপিলের সুযোগ",Ajker Patrika,রাকসুর প্রাথমিক প্রার্থীতালিকা নিয়ে আপত্তি গ্রহণ ও নিষ্পত্তি কার্যক্রম শুরু হয়েছে। আগামীকাল মনোনয়ন প্রত্যাহারের শেষ দিন। আর ১৪ সেপ্টেম্বর ঘোষণা করা হবে চূড়ান্ত তালিকা। বিষয়: রাকসু নির্বাচন ২০২৫মনোনয়নভিডিও.,https://www.ajkerpatrika.com/video/ajpcmoz5ggsmy&ved=2ahUKEwjPuqvi29yPAxXepZUCHeBdIVQ4MhDF9AF6BAgCEAI&usg=AOvVaw0nFkGuZylM_rghEU8A1GCQ
2025-09-12 13:06:06.700520,"সংগঠনের দখলে রাকসু ভবন, অস্তিত্ব নেই হল সংসদ কক্ষের",The Daily Campus,৩৫ বছর পর রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচন অনুষ্ঠিত হবে আগামী ২৫ সেপ্টেম্বর। ইতোমধ্যে মনোনয়ন বিতরণ ও দাখিল শেষ হয়েছে। নির্বাচন নিয়ে শিক্ষার্থীরাও...,https://thedailycampus.com/universities/217748&ved=2ahUKEwjPuqvi29yPAxXepZUCHeBdIVQ4MhDF9AF6BAgKEAI&usg=AOvVaw2itFGOxJbLLjJedpbxEjwW
2025-09-12 13:06:06.698480,রাকসুতে মনোনয়ন প্রত্যাহারের শেষ দিন কাল,Independent Television,রাকসুতে মনোনয়ন প্রত্যাহারের শেষ দিন কাল। আরও ভিডিও দেখতে ইনডিপেনডেন্ট টেলিভিশনের ইউটিউব চ্যানেলের লিংকটি ক্লিক করুন। বিষয়: রাজশাহীনির্বাচনজেলার খবররাজশাহী বিশ্ববিদ্যালয়.,https://www.itvbd.com/country/rajshahi/237249/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581%25E0%25A6%25A4%25E0%25A7%2587-%25E0%25A6%25AE%25E0%25A6%25A8%25E0%25A7%258B%25E0%25A6%25A8%25E0%25A7%259F%25E0%25A6%25A8-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25A4%25E0%25A7%258D%25E0%25A6%25AF%25E0%25A6%25BE%25E0%25A6%25B9%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25B6%25E0%25A7%2587%25E0%25A6%25B7-%25E0%25A6%25A6%25E0%25A6%25BF%25E0%25A6%25A8-%25E0%25A6%2595%25E0%25A6%25BE%25E0%25A6%25B2&ved=2ahUKEwjPuqvi29yPAxXepZUCHeBdIVQ4MhDF9AF6BAgGEAI&usg=AOvVaw1GQglBLM01keVFhqRhGzYm
2025-09-12 13:06:06.696427,রাকসু নির্বাচনে ‘সর্বজনীন শিক্ষার্থী সংসদ’ নামে প্যানেল ঘোষণা,Dhaka Mail,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে নতুন একটি প্যানেল ঘোষণা করা হয়েছে। বৃহস্পতিবার (১১ সেপ্টেম্বর) দুপুর ২টায় বিশ্ববিদ্যালয়ের সত্যেন্দ্রনাথ বসু বিজ্ঞান ভবনের সামনে এই...,https://dhakamail.com/country/253565&ved=2ahUKEwjPuqvi29yPAxXepZUCHeBdIVQ4MhDF9AF6BAgBEAI&usg=AOvVaw2gnDVeXfgIOxfCFqfN1_BJ
2025-09-12 13:06:06.694416,রাকসুতে ‘সর্বজনীন শিক্ষার্থী সংসদ’ প্যানেল ঘোষণা,newsg24,রাবি: রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে ২১ সদস্যের.,https://www.newsg24.com/education-news/12479/&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgJEAI&usg=AOvVaw1rVc57RR5WqBaXRmFcabPi
2025-09-12 13:06:06.692664,রাকসু নির্বাচনে ‘সর্বজনীন শিক্ষার্থী সংসদ’ প্যানেলের প্রার্থী ঘোষণা,The Daily Campus,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ'নামে নতুন একটি প্যানেল ঘোষণা করা হয়েছে। বৃহস্পতিবার (১১ সেপ্টেম্বর) দুপুর ২টায় বিশ্ববিদ্যালয়ের সত্যেন্দ্রনাথ বসু বিজ্ঞান ভবনের সামনে এই...,https://thedailycampus.com/student-movement-politics/217765&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgCEAI&usg=AOvVaw2aFRAzc30oNePX7W9s8FOp
2025-09-12 13:06:06.690901,রাকসু নির্বাচনে ‘সর্বজনীন শিক্ষার্থী সংসদ’ প্যানেল ঘোষণা,সময় নিউজ,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামের নতুন একটি প্যানেল ঘোষণা করা হয়েছে। এই প্যানেল থেকে ...,https://www.somoynews.tv/news/2025-09-11/xN2KGPM2&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgFEAI&usg=AOvVaw08ftBqrR7jjTYGnrKT3JwI
2025-09-12 13:06:06.689256,রাকসু নির্বাচন: 'সর্বজনীন শিক্ষার্থী সংসদ' নামে সাবেক ২ সমন্বয়কের প্যানেল,Channel 24,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে নতুন প্যানেল ঘোষণা করা হয়েছে৷ বৃহস্পতিবার (১১ সেপ্টেম্বর) দুপুর ২টায় বিশ্ববিদ্যালয়ের সত্যেন্দ্রনাথ বসু একাডেমির ভবনের সামনে এই প্যানেল...,https://www.channel24bd.tv/education/article/287840/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8:-%25E0%25A6%25B8%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%259C%25E0%25A6%25A8%25E0%25A7%2580%25E0%25A6%25A8-%25E0%25A6%25B6%25E0%25A6%25BF%25E0%25A6%2595%25E0%25A7%258D%25E0%25A6%25B7%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25A5%25E0%25A7%2580-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6-%25E0%25A6%25A8%25E0%25A6%25BE%25E0%25A6%25AE%25E0%25A7%2587-%25E0%25A6%25B8%25E0%25A6%25BE%25E0%25A6%25AC%25E0%25A7%2587%25E0%25A6%2595-%25E0%25A7%25A8-%25E0%25A6%25B8%25E0%25A6%25AE%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A7%259F%25E0%25A6%2595%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25AF%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%25B2&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgDEAI&usg=AOvVaw1j_UiwSF1k9YRRZedvz8Ra
2025-09-12 13:06:06.687596,রাকসু নির্বাচনে ‘সর্বজনীন শিক্ষার্থী সংসদ’ নামে প্যানেল ঘোষণা,Dainik Amader Shomoy,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে প্যানেল ঘোষণা করা হয়েছে। আজ বৃহস্পতিবার দুপুরে বিশ্ববিদ্যালয়ের সত্যেন্দ্রনাথ বসু বিজ্ঞান ভবনের সামনে এ প্যানেল ঘোষণা করেন বৈষম্যবিরোধী ছাত্র...,https://www.dainikamadershomoy.com/details/0199385a95dd&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgEEAI&usg=AOvVaw3mIGTwQHhwxj1Lur2Us7tD
2025-09-12 13:06:06.685944,"রাকসু নির্বাচন: ‘সর্বজনীন শিক্ষার্থী সংসদ’ প্যানেল ঘোষণা, রাজনৈতিক প্রভাবমুক্ত থাকার অঙ্গীকার",দৈনিক ইনকিলাব,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে নতুন মাত্রা যোগ হলো। বৃহস্পতিবার (১১ সেপ্টেম্বর) দুপুর ২টায় সত্যেন্দ্রনাথ বসু বিজ্ঞান ভবনের সামনে আনুষ্ঠানিকভাবে ঘোষণা করা হলো 'সর্বজনীন শিক্ষার্থী সংসদ' নামের একটি...,https://dailyinqilab.com/campus/news/806583&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgHEAI&usg=AOvVaw3w4n3RrZuTWYlyRooumlfQ
2025-09-12 13:06:06.684153,রাকসুতে ‘সর্বজনীন শিক্ষার্থী সংসদ’ নামে প্যানেল ঘোষণা,Rupali Bangladesh,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে সমন্বয়কদের নেতৃত্বে আরও একটি পূর্ণাঙ্গ প্যানেল ঘোষণা করা হয়েছে। এ প্যানেলে সহ-সভাপতি (ভিপি) ও সহ-সাধারণ সম্পাদক (এজিএস) পদে...,https://www.rupalibangladesh.com/educational-news/rajshahi/73978&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgBEAI&usg=AOvVaw3dmQRqQlxiTQD7YvQ3gB8u
2025-09-12 13:06:06.682502,রাকসু নির্বাচন: প্রার্থিতা ফিরে পেলেন বাতিল হওয়া ৫ জন,Ajker Patrika,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্রপ্রতিনিধি নির্বাচনে প্রাথমিক তালিকায় বাতিল হওয়া সাতজনের মধ্যে পাঁচজন প্রার্থিতা ফিরে পেয়েছেন। আজ বৃহস্পতিবার বিকেল ৪টায় রাকসু কোষাধ্যক্ষ কার্যালয়ের সামনে সাংবাদিকদের এক...,https://www.ajkerpatrika.com/crime/rajshahi/ajpkplmhxtrf2&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgKEAI&usg=AOvVaw0R7b2Im8Fr3BQAgxvdsqj-
2025-09-12 13:06:06.680849,রাকসুতে ‘সর্বজনীন শিক্ষার্থী সংসদ’ নামে প্যানেল ঘোষণা,kalerkantho.com,"জাকসু ভোট বর্জনের যেসব কারণ জানাল ছাত্রদল প্যানেল. ১১ সেপ্টেম্বর, ২০২৫. জাপা নির্বাচনে এলে নৌকার ভোট লাঙলে পড়বে : মাহবুব কামাল. ০৯ সেপ্টেম্বর, ২০২৫. ডাকসু নির্বাচনের সঙ্গে সেনাবাহিনীর কোনো সংশ্লিষ্টতা নেই : সেনাসদর.",https://www.kalerkantho.com/multimedia/uncut/2025/09/11/1575992&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgIEAI&usg=AOvVaw3_bh08fhd13AXtxjfCr6qm
2025-09-12 13:06:06.679146,রাকসু নির্বাচন: প্রার্থীতা ফিরে পেলেন ৫ জন,সময় নিউজ,রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনে বাতিল হওয়া সাতজন প্রার্থীর মধ্যে পাঁচজন আপিলে বৈধতা পেয়েছেন। ত...,https://www.somoynews.tv/news/2025-09-11/8AL03L4A&ved=2ahUKEwiWvqvg29yPAxW8qpUCHf1SG2I4KBDF9AF6BAgGEAI&usg=AOvVaw3DGSzT9y469FIhZwPFSnfI
2025-09-12 13:06:06.676547,রাকসু: এবার সাবেক দুই সমন্বয়কের নেতৃত্বে নতুন প্যানেল ঘোষণা,bdnews24.com,'সর্বজনীন শিক্ষার্থী সংসদ' নামের নতুন এ প্যানেলে ভিপি পদে লড়বেন তাসিন খান। রাকসু: এবার সাবেক দুই সমন্বয়কের নেতৃত্বে নতুন প্যানেল ঘোষণা. রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ-রাকসু নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে...,https://bangla.bdnews24.com/samagrabangladesh/9ee9392af71e&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgHEAI&usg=AOvVaw33ZiH-hCVIIZOg_g7mukdX
2025-09-12 13:06:06.674870,রাকসু নির্বাচনে ‘সর্বজনীন শিক্ষার্থী সংসদ’ প্যানেল ঘোষণা,www.daily-sun.com,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে একটি পূর্ণাঙ্গ প্যানেল ঘোষণা করা হয়েছে।৪ দিন আগে,https://www.daily-sun.com/bangla/post/21229&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgDEAI&usg=AOvVaw1JXFIMbJM7r75zj9v9Q0A1
2025-09-12 13:06:06.673235,রাকসুতে প্রতিদ্বন্দ্বিতায় নামছে ‘সর্বজনীন শিক্ষার্থী সংসদ’ প্যানেল,Sarabangla,রাবি: রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে অংশ নিতে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে নতুন একটি প্যানেল ঘোষণা করা হয়েছে। বৃহস্পতিবার (১১ সেপ্টেম্বর) দুপুর ২টায় বিশ্ববিদ্যালয়ের সত্যেন্দ্রনাথ বসু অ্যাকাডেমিক...,https://sarabangla.net/news/post-1055586/&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgJEAI&usg=AOvVaw3LRYiyh6LYUV_tfjXvympx
2025-09-12 13:06:06.671613,রাকসু নির্বাচন: প্রার্থিতা ফিরে পেলেন ৫ জন,Independent Television,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে কেন্দ্রীয় ছাত্র সংসদ ও সিনেটে বাতিল হওয়া ৭ প্রার্থীর মধ্যে ৫ জন প্রার্থিতা ফিরে পেয়েছেন। আজ বৃহস্পতিবার বিকাল ৪টায় রাকসুর কোষাধ্যক্ষের কার্যালয়ে সংবাদ সম্মেলনে প্রধান...,https://www.itvbd.com/country/rajshahi/237293/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25A5%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A6%25BE-%25E0%25A6%25AB%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%2587-%25E0%25A6%25AA%25E0%25A7%2587%25E0%25A6%25B2%25E0%25A7%2587%25E0%25A6%25A8-%25E0%25A7%25AB-%25E0%25A6%259C%25E0%25A6%25A8%25C2%25A0&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgFEAI&usg=AOvVaw2ky-a4y7V5C53BummuSinx
2025-09-12 13:06:06.669983,রাকসু নির্বাচনে তাসিন খানের নেতৃত্বে প্যানেল ঘোষণা,Sonali News,"রাজশাহী : রাজশাহী বিশ্ববিদ্যালয় (রাবি) কেন্দ্রীয় ছাত্র সংসদ (রাকসু), হল সংসদ ও সিনেট ছাত্র প্রতিনিধি নির্বাচনকে সামনে রেখে “সর্বজনীন শিক্ষার্থী সংসদ” নামে একটি স্বাধীন প্যানেল ঘোষণা করা হয়েছে।\r\n\r\nবিশ্ববিদ্যালয়ের ৬৩ বছরের...",https://www.sonalinews.com/country/news/256336&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgGEAI&usg=AOvVaw3EmVPnSgqZV5bfh6pD-G8Q
2025-09-12 13:06:06.668359,রাকসুর ইতিহাসে প্রথম নারী ভিপি প্রার্থীর নেতৃত্বে প্যানেল ঘোষণা,প্রথম আলো,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের জন্য 'সর্বজনীন শিক্ষার্থী সংসদ' নামের ২১ সদস্যের একটি প্যানেল ঘোষণা করা হয়েছে। এতে সহসভাপতি (ভিপি) পদে প্রতিদ্বন্দ্বিতা করবেন বৈষম্যবিরোধী ছাত্র আন্দোলনের সাবেক...,https://www.prothomalo.com/bangladesh/district/aiviws9bdo&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgCEAI&usg=AOvVaw3NdwNtVqSxlnp6_tATyrrV
2025-09-12 13:06:06.666730,রাকসু নির্বাচন : আপিলে প্রার্থিতা ফিরে পেলেন পাঁচ প্রার্থী,কালবেলা,রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনে বাতিল হওয়া সাত জন প্রার্থীর মধ্যে আপিলে...,https://www.kalbela.com/dainikshiksha/campus/222012&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgIEAI&usg=AOvVaw3ijHbCUXQKRP-8BqhKGQ_n
2025-09-12 13:06:06.665014,রাকসুতে ‘সর্বজনীন শিক্ষার্থী সংসদ’ নামে প্যানেল ঘোষণা,Jugantor,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে সাবেক দুই সমন্বয়কের নেতৃত্বে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে প্যানেল ঘোষণা করা হয়েছে। এতে সহ-সভাপতি.,https://www.jugantor.com/index.php/campus/1001793&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgKEAI&usg=AOvVaw0dXOsQcEpDzQ17zSxnTDOr
2025-09-12 13:06:06.663380,রাকসু নির্বাচন: সর্বজনীন শিক্ষার্থী সংসদ নামে নতুন প্যানেল,Risingbd.com,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে 'সর্বজনীন শিক্ষার্থী সংসদ' নামে প্যানেল ঘোষণা করেছে কয়েকজন প্রার্থী।৪ দিন আগে,https://www.risingbd.com/campus/news/621212&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgBEAI&usg=AOvVaw03H7tDYjJHUuf5VUR_cvjQ
2025-09-12 13:06:06.661662,রাকসু নির্বাচনে প্রার্থিতা ফিরে পেলেন ৫ জন,Dainik Amader Shomoy,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনে প্রাথমিকভাবে বাতিল হওয়া সাতজনের মধ্যে পাঁচজন প্রার্থিতা ফিরে পেয়েছেন। আজ বৃহস্পতিবার বিকেল ৪টায় রাকসু কোষাধ্যক্ষ কার্যালয়ের সামনে এক ব্রিফিংয়ে প্রধান...,https://www.dainikamadershomoy.com/details/019938ea1b4e&ved=2ahUKEwjTi_fd29yPAxX5npUCHd7ZFF04HhDF9AF6BAgEEAI&usg=AOvVaw2oTxjhATn1lTM9DpWNIVs2
2025-09-12 13:06:06.659817,রাকসুতে সাবেক দুই সমন্বয়কের নতুন প্যানেল ঘোষণা,Ajker Patrika,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে আরও দুই সাবেক সমন্বয়ক 'সর্বজনীন শিক্ষার্থী সংসদ' নামে নতুন একটি প্যানেল ঘোষণা করেছেন। আজ বৃহস্পতিবার দুপুরে সত্যেন্দ্রনাথ বসু একাডেমিক ভবনের সামনে সাবেক সমন্বয়ক...,https://www.ajkerpatrika.com/crime/rajshahi/ajpafhb9pzjke&ved=2ahUKEwi93-za29yPAxU6s5UCHZi5LaI4FBDF9AF6BAgJEAI&usg=AOvVaw0xXmXSpNxy6AFRzuwPx03o
2025-09-12 13:06:06.658189,রাকসু নির্বাচনে স্বতন্ত্র শিক্ষার্থী জোটের প্যানেল ঘোষণা,দৈনিক ইনকিলাব,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে অংশ নিতে আংশিক প্যানেল ঘোষণা দিল স্বতন্ত্র শিক্ষার্থী জোট।৪ দিন আগে,https://dailyinqilab.com/index.php/campus/news/806644&ved=2ahUKEwi93-za29yPAxU6s5UCHZi5LaI4FBDF9AF6BAgIEAI&usg=AOvVaw2T4dEmRtQ2Sz7kE89rvnJV
2025-09-12 13:06:06.656549,রাকসু: প্রার্থিতা ফিরে পেলেন শিবিরের সুজনসহ ৫ প্রার্থী,Rupali Bangladesh,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে প্রার্থিতা বাতিল হওয়া ৭ জনের মধ্যে প্রার্থিতা ফেরত পেয়েছেন শিবিরের প্যানেলের সুজন চন্দসহ ৫ প্রার্থী।৪ দিন আগে,https://www.rupalibangladesh.com/educational-news/campus/74009&ved=2ahUKEwi93-za29yPAxU6s5UCHZi5LaI4FBDF9AF6BAgHEAI&usg=AOvVaw3g-1kkc8WZ7acxgtShAVb4
2025-09-12 13:06:06.654851,রাকসু নির্বাচন: চূড়ান্তভাবে ২ জনের প্রার্থিতা বাতিল,Channel 24,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনে প্রাথমিক তালিকায় বাতিল হওয়া সাতজনের মধ্যে পাঁচজন প্রার্থিতা ফিরে পেয়েছেন। দুইজনের প্রার্থীতা চূড়ান্তভাবে বাতিল হয়েছে।৪ দিন আগে,https://www.channel24bd.tv/education/article/287875/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8:-%25E0%25A6%259A%25E0%25A7%2582%25E0%25A7%259C%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A4%25E0%25A6%25AD%25E0%25A6%25BE%25E0%25A6%25AC%25E0%25A7%2587-%25E0%25A7%25A8-%25E0%25A6%259C%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25A5%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A6%25BE-%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%25A4%25E0%25A6%25BF%25E0%25A6%25B2&ved=2ahUKEwi93-za29yPAxU6s5UCHZi5LaI4FBDF9AF6BAgDEAI&usg=AOvVaw3N6xaIAEXVSI5rtCF_ieyK
2025-09-12 13:06:06.653149,রাকসু নির্বাচন: আরো ৩ প্যানেল ঘোষণা,Khobor Sangjog,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনকে সামনে রেখে আজ আরো ৩টি প্যানেল ঘোষণা করা হয়েছে। এর মধ্যে সহ-সভাপতি (ভিপি) প্রার্থী তাসিন খানের নেতৃত্বে একটি, ইসলামি ছাত্র আন্দোলন ও সাধারণ শিক্ষার্থীরা একটি প্যানেল...",https://www.khoborsangjog.com/amp/education/89566/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%2586%25E0%25A6%25B0%25E0%25A7%258B-%25E0%25A7%25A9-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25AF%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%25B2-%25E0%25A6%2598%25E0%25A7%258B%25E0%25A6%25B7%25E0%25A6%25A3%25E0%25A6%25BE%25C2%25A0&ved=2ahUKEwi93-za29yPAxU6s5UCHZi5LaI4FBDF9AF6BAgEEAI&usg=AOvVaw38WiaDtjndHp_nSqJX1kd0
2025-09-12 13:06:06.651505,রাকসু নির্বাচনে ইসলামী ছাত্র আন্দোলনের প্যানেল ঘোষণা,কালবেলা,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে প্যানেল ঘোষণা করেছে ইসলামী ছাত্র আন্দোলন বাংলাদেশ। 'সচেতন শিক্ষার্থী সংসদ'...,https://www.kalbela.com/dainikshiksha/campus/222027&ved=2ahUKEwi93-za29yPAxU6s5UCHZi5LaI4FBDF9AF6BAgGEAI&usg=AOvVaw3FRekbbHIM6FZd8Sy9Ff8w
2025-09-12 13:06:06.649861,"রাকসু নির্বাচন: আপিলে জয়ী ৫ প্রার্থী, প্রতিদ্বন্দ্বিতায় ফিরলেন আবার",দৈনিক ইনকিলাব,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনে বাতিল হওয়া প্রার্থীদের মধ্যে পাঁচজন আপিলে প্রার্থিতা ফিরে পেয়েছেন।...,https://dailyinqilab.com/index.php/campus/news/806669&ved=2ahUKEwi93-za29yPAxU6s5UCHZi5LaI4FBDF9AF6BAgBEAI&usg=AOvVaw3xWQzrl43xdcLcYtfvi3oB
